restaurant_id,restaurant_name
100001000000 ,もんじゃ近どう 本店
100000000000 ,もんじゃ まぐろ家
100000000000 ,いろは本店
100000000000 ,おしお 和店
100000000000 ,もんじゃ 能登
100000000000 ,つくしや 十八番地
100000000000 ,もんじゃ 来る実
100000000000 ,もん吉 本店
100000000000 ,おかめ 本店
100000000000 ,もんじゃ つくしや
100001000000 ,わらしべ
100000000000 ,もんじゃ麦 西仲店
100001000000 ,もんじゃ信濃屋
100000000000 ,もんじゃ 蔵
100000000000 ,おしお 本店
100000000000 ,はざま
