DocID,LDocID,restaurant_id,restaurant_name
874492,874492,1.00E+11,つけ麺 サクラ
874493,874493,1.00E+11,魚菜
874494,874494,1.00E+11,権八 西麻布店
874495,874495,1.00E+11,春秋ユラリ 恵比寿
874496,874496,1.00E+11,銀座天龍
874497,874497,1.00E+11,タイ国料理 バンタイ
874498,874498,1.00E+11,たいめいけん
874499,874499,1.00E+11,ダンシングクラブ
874500,874500,1.00E+11,豚組 しゃぶ庵
874501,874501,1.00E+11,Hibusuma
