DocID,LDocID,restaurant_id,restaurant_name
874521,874521,1.00E+11,つけ麺 サクラ
874522,874522,1.00E+11,魚菜
874523,874523,1.00E+11,権八 西麻布店
874524,874524,1.00E+11,春秋ユラリ 恵比寿
874525,874525,1.00E+11,銀座天龍
874526,874526,1.00E+11,タイ国料理 バンタイ
874527,874527,1.00E+11,たいめいけん
874528,874528,1.00E+11,ダンシングクラブ
874529,874529,1.00E+11,豚組 しゃぶ庵
874530,874530,1.00E+11,Hibusuma
